location,name,freq,weighting,n_factors,date,ret
usa,seasonality,daily,vw_cap,1,1927-02-19,-0.0023765305063818
usa,seasonality,daily,vw_cap,1,1927-02-21,-0.00786075825574792
usa,seasonality,daily,vw_cap,1,1927-02-23,-0.00409959563721489
usa,seasonality,daily,vw_cap,1,1927-02-24,0.000295185765398587
usa,seasonality,daily,vw_cap,1,1927-02-25,-0.00283851906124215
usa,seasonality,daily,vw_cap,1,1927-02-26,0.000347228212577231
usa,seasonality,daily,vw_cap,1,1927-02-28,-0.00421354266265929
usa,seasonality,daily,vw_cap,1,1927-03-01,0.000300875465507619
usa,seasonality,daily,vw_cap,1,1927-03-02,0.00108132046104358
usa,seasonality,daily,vw_cap,1,1927-03-03,-0.00292943673231248
usa,seasonality,daily,vw_cap,1,1927-03-04,-0.00170353367079418
usa,seasonality,daily,vw_cap,1,1927-03-05,-0.00163437045816054
usa,seasonality,daily,vw_cap,1,1927-03-07,-0.000660580154894913
usa,seasonality,daily,vw_cap,1,1927-03-08,-0.00158578070516122
usa,seasonality,daily,vw_cap,1,1927-03-09,0.0000368681181366973
usa,seasonality,daily,vw_cap,1,1927-03-10,0.000631578180684744
usa,seasonality,daily,vw_cap,1,1927-03-11,0.00204631411978433
usa,seasonality,daily,vw_cap,1,1927-03-12,-0.00112045319989435
usa,seasonality,daily,vw_cap,1,1927-03-14,-0.00347923535852729
usa,seasonality,daily,vw_cap,1,1927-03-15,0.00111042416556176
usa,seasonality,daily,vw_cap,1,1927-03-16,0.00216987644751795
usa,seasonality,daily,vw_cap,1,1927-03-17,0.00300503407558356
usa,seasonality,daily,vw_cap,1,1927-03-18,0.00200999328122853
usa,seasonality,daily,vw_cap,1,1927-03-19,0.00230242419509855
usa,seasonality,daily,vw_cap,1,1927-03-21,-0.00207052117694117
usa,seasonality,daily,vw_cap,1,1927-03-22,0.00275849607022271
usa,seasonality,daily,vw_cap,1,1927-03-23,-0.000468089482925477
usa,seasonality,daily,vw_cap,1,1927-03-24,-0.00140309767084997
usa,seasonality,daily,vw_cap,1,1927-03-25,0.0007875914750834
usa,seasonality,daily,vw_cap,1,1927-03-26,0.000631508190189547
usa,seasonality,daily,vw_cap,1,1927-03-28,0.000417930444206276
usa,seasonality,daily,vw_cap,1,1927-03-29,0.00192927458795959
usa,seasonality,daily,vw_cap,1,1927-03-30,0.0040413958870475
usa,seasonality,daily,vw_cap,1,1927-03-31,0.00397371863622856
usa,seasonality,daily,vw_cap,1,1927-04-01,0.00239652010709812
usa,seasonality,daily,vw_cap,1,1927-04-02,0.000162341588588055
usa,seasonality,daily,vw_cap,1,1927-04-04,-0.0000547078693295859
usa,seasonality,daily,vw_cap,1,1927-04-05,-0.0061482396976313
usa,seasonality,daily,vw_cap,1,1927-04-06,0.00268179091010778
usa,seasonality,daily,vw_cap,1,1927-04-07,-0.00102130699105345
usa,seasonality,daily,vw_cap,1,1927-04-08,-0.00130756468034987
usa,seasonality,daily,vw_cap,1,1927-04-09,-0.00215409066215792
usa,seasonality,daily,vw_cap,1,1927-04-11,-0.00109324747472592
usa,seasonality,daily,vw_cap,1,1927-04-12,-0.00320372851229502
usa,seasonality,daily,vw_cap,1,1927-04-13,-0.000533115802122307
usa,seasonality,daily,vw_cap,1,1927-04-14,0.00359639692064292
usa,seasonality,daily,vw_cap,1,1927-04-16,0.00223910868512667
usa,seasonality,daily,vw_cap,1,1927-04-18,0.00228686909931849
usa,seasonality,daily,vw_cap,1,1927-04-19,-0.00193518853520589
usa,seasonality,daily,vw_cap,1,1927-04-20,0.00262782541884731
usa,seasonality,daily,vw_cap,1,1927-04-21,0.000808050645930702
usa,seasonality,daily,vw_cap,1,1927-04-22,0.00195300611377873
usa,seasonality,daily,vw_cap,1,1927-04-23,0.00231703572213935
usa,seasonality,daily,vw_cap,1,1927-04-25,0.00279424362756699
usa,seasonality,daily,vw_cap,1,1927-04-26,-0.000928086381190447
usa,seasonality,daily,vw_cap,1,1927-04-27,0.00190501038234683
usa,seasonality,daily,vw_cap,1,1927-04-28,-0.000514999413843722
usa,seasonality,daily,vw_cap,1,1927-04-29,-0.00102610152815144
usa,seasonality,daily,vw_cap,1,1927-04-30,0.000891422541638398
usa,seasonality,daily,vw_cap,1,1927-05-02,-0.00282634707015
usa,seasonality,daily,vw_cap,1,1927-05-03,0.00692342741140938
usa,seasonality,daily,vw_cap,1,1927-05-04,-0.00486628992238643
usa,seasonality,daily,vw_cap,1,1927-05-05,-0.00122365251975294
usa,seasonality,daily,vw_cap,1,1927-05-06,-0.00231658236997196
usa,seasonality,daily,vw_cap,1,1927-05-07,-0.00090293294217995
usa,seasonality,daily,vw_cap,1,1927-05-09,0.00248889088784464
usa,seasonality,daily,vw_cap,1,1927-05-10,0.00122795396940735
usa,seasonality,daily,vw_cap,1,1927-05-11,-0.00331867792796733
usa,seasonality,daily,vw_cap,1,1927-05-12,-0.00100571547175582
usa,seasonality,daily,vw_cap,1,1927-05-13,0.00441823921241945
usa,seasonality,daily,vw_cap,1,1927-05-14,0.00146946245151811
usa,seasonality,daily,vw_cap,1,1927-05-16,0.00120657662886757
usa,seasonality,daily,vw_cap,1,1927-05-17,0.000294125023852335
usa,seasonality,daily,vw_cap,1,1927-05-18,0.00319580760681534
usa,seasonality,daily,vw_cap,1,1927-05-19,0.00326095215618673
usa,seasonality,daily,vw_cap,1,1927-05-20,0.00139725670593265
